trade,id,kind,category,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours,image_note
Stonework & cladding,st.sealer.stone,MATERIAL,finishes,Stone impregnating sealer,אימפרגנציה לאבן,مادة حماية للحجر,,,
Stonework & cladding,st.tool.grinder.230,TOOL,power-tools,Angle grinder 230 mm,משחזת זווית 230 מ״מ,جلّاخة 230 ملم,,,
Stonework & cladding,st.tool.saw.bridge,TOOL,power-tools,Bridge saw,מסור גשר,منشار جسري,,,
Stonework & cladding,st.tool.chisel.set,TOOL,hand-tools,Stone chisel set,ערכת אזמלי אבן,طقم أزاميل حجر,,,
Stonework & cladding,st.tool.bush.hammer,TOOL,hand-tools,Bush hammer,פטיש טובזה,شاكوش طبزة,,,
Stonework & cladding,st.tool.blade.diamond,CONSUMABLE,consumables,Diamond blade for stone,דיסק יהלום לאבן,قرص ألماس للحجر,,,
Stonework & cladding,st.tool.vacuum.lifter,TOOL,site-equipment,Vacuum slab lifter,מרים ואקום ללוחות,رافعة شفط للألواح,,,
Stonework & cladding,st.ppe.dust.mask.p3,SAFETY,ppe,Respirator P3 (silica),מסכת נשימה P3,كمامة P3 (سيليكا),,,
Aluminium & glazing,al.window.casement,MATERIAL,fixtures,Aluminium casement window,חלון אלומיניום ציר,شباك ألمنيوم مفصلي,,,
Aluminium & glazing,al.window.sliding,MATERIAL,fixtures,Aluminium sliding window,חלון הזזה אלומיניום,شباك ألمنيوم سحّاب,,,
Aluminium & glazing,al.door.entrance,MATERIAL,fixtures,Aluminium entrance door,דלת כניסה אלומיניום,باب مدخل ألمنيوم,,,
Aluminium & glazing,al.curtain.wall,MATERIAL,finishes,Curtain wall system,קיר מסך,كيرتن وول,,,
Aluminium & glazing,al.acp.panel,MATERIAL,finishes,Aluminium composite panel,לוח קומפוזיט אלומיניום,بانل ألمنيوم مركّب (ACP),,,
Aluminium & glazing,al.glass.double,MATERIAL,finishes,Double glazed unit,זכוכית בידודית,زجاج دبل (عازل),,,
Aluminium & glazing,al.glass.laminated,MATERIAL,finishes,Laminated safety glass,זכוכית רב־שכבתית,زجاج مصفّح (لامينيت),,,
Aluminium & glazing,al.glass.tempered,MATERIAL,finishes,Tempered glass,זכוכית מחוסמת,زجاج مقسّى (سيكوريت),,,
Aluminium & glazing,al.shutter.rolling,MATERIAL,hardware,Rolling shutter (trisol),תריס גלילה,شيش رول (تريسول),,,
Aluminium & glazing,al.gasket.epdm,MATERIAL,consumables,EPDM glazing gasket,אטם EPDM לזיגוג,جلدة EPDM للزجاج,,,
Aluminium & glazing,al.sealant.structural,CONSUMABLE,consumables,Structural silicone,סיליקון מבני,سيليكون إنشائي,,,
Aluminium & glazing,al.tool.saw.mitre,TOOL,power-tools,Aluminium mitre saw,מסור גרונג לאלומיניום,منشار زاوية للألمنيوم,,,
Aluminium & glazing,al.tool.glass.suction,TOOL,hand-tools,Glass suction lifter,כוס ואקום לזכוכית,كأس شفط زجاج,,,
Aluminium & glazing,al.tool.gun.sealant,TOOL,hand-tools,Sealant gun,אקדח סיליקון,مسدس سيليكون,,,
Metalwork & balustrades,mw.balustrade.steel,MATERIAL,hardware,Steel balustrade,מעקה פלדה,درابزين حديد,,,
Metalwork & balustrades,mw.balustrade.glass,MATERIAL,hardware,Glass balustrade,מעקה זכוכית,درابزين زجاج,,,
Metalwork & balustrades,mw.handrail.stainless,MATERIAL,hardware,Stainless handrail,מאחז יד נירוסטה,مسكة يد ستانلس,,,
Metalwork & balustrades,mw.gate.steel,MATERIAL,hardware,Steel gate,שער פלדה,بوابة حديد,,,
Metalwork & balustrades,mw.grating.steel,MATERIAL,hardware,Steel floor grating,סורג רצפה פלדה,مشبك أرضية حديد,,,
Metalwork & balustrades,mw.tool.grinder.125,TOOL,power-tools,Angle grinder 125 mm,משחזת זווית 125 מ״מ,جلّاخة 125 ملم,,,
Metalwork & balustrades,mw.tool.bender.pipe,TOOL,hand-tools,Pipe/tube bender,מכופף צינורות,ثنّاية مواسير,,,
Metalwork & balustrades,mw.tool.clamp.welding,TOOL,hand-tools,Welding clamp set,ערכת מלחציים לריתוך,طقم ملازم لحام,,,
Firefighting systems,ff.pipe.steel.sch40,MATERIAL,pipes,Black steel pipe SCH40,צינור פלדה שחור SCH40,ماسورة حديد أسود SCH40,,,
Firefighting systems,ff.sprinkler.pendent,MATERIAL,fixtures,Pendent sprinkler head,ראש ספרינקלר תלוי,رشّاش معلّق,,,
Firefighting systems,ff.sprinkler.upright,MATERIAL,fixtures,Upright sprinkler head,ראש ספרינקלר זקוף,رشّاش قائم,,,
Firefighting systems,ff.valve.alarm,MATERIAL,valves,Alarm check valve,שסתום התראה,محبس إنذار,,,
Firefighting systems,ff.hose.reel,MATERIAL,fixtures,Fire hose reel,גלגלון כיבוי,بكرة خرطوم حريق,,,
Firefighting systems,ff.cabinet.hydrant,MATERIAL,fixtures,Fire hydrant cabinet,ארון הידרנט,خزانة حريق,,,
Firefighting systems,ff.extinguisher.6kg,MATERIAL,fixtures,Dry powder extinguisher 6 kg,מטף אבקה 6 ק״ג,طفاية بودرة 6 كغم,,,
Firefighting systems,ff.pump.jockey,MATERIAL,units,Jockey pump,משאבת ג׳וקי,مضخة جوكي,,,
Firefighting systems,ff.tool.groove.roller,TOOL,power-tools,Pipe grooving machine,מכונת חריצה לצינור,ماكينة تخديد المواسير,,,
Firefighting systems,ff.tool.pressure.test,TOOL,measuring,Hydrostatic test pump,משאבת בדיקת לחץ,مضخة فحص ضغط,,,
Elevators & escalators,lf.guide.rail,MATERIAL,fixtures,Elevator guide rail,מסילת מוביל למעלית,سكة توجيه المصعد,,,
Elevators & escalators,lf.machine.gearless,MATERIAL,units,Gearless traction machine,מנוע גירלס,ماكينة جر بدون تروس,,,
Elevators & escalators,lf.rope.traction,MATERIAL,fixtures,Traction rope / belt,כבל משיכה,حبل جر,,,
Elevators & escalators,lf.controller,MATERIAL,units,Elevator controller,בקר מעלית,لوحة تحكم المصعد,,,
Elevators & escalators,lf.door.landing,MATERIAL,fixtures,Landing door assembly,דלת פיר,باب الطابق للمصعد,,,
Elevators & escalators,lf.buffer,MATERIAL,fixtures,Pit buffer,בולם בור,مصدّ الحفرة,,,
Elevators & escalators,lf.governor,MATERIAL,fixtures,Overspeed governor,מווסת מהירות יתר,منظّم السرعة الزائدة,,,
Elevators & escalators,lf.tool.plumb.shaft,TOOL,measuring,Shaft plumbing kit,ערכת אנך לפיר,طقم شاقول البئر,,,
Elevators & escalators,lf.tool.tension.meter,TOOL,measuring,Rope tension meter,מד מתיחות כבלים,مقياس شد الحبال,,,
Landscape & paving,ls.paver.interlock,MATERIAL,finishes,Interlock paver,אבן משתלבת,بلاط انترلوك,,,
Landscape & paving,ls.kerb.concrete,MATERIAL,masonry,Concrete kerb,אבן שפה,بردورة باطون,,,
Landscape & paving,ls.tactile.paving,MATERIAL,finishes,Tactile warning paving,ריצוף אזהרה מישושי,بلاط تحذير ملموس,,,
Landscape & paving,ls.irrigation.dripline,MATERIAL,pipes,Drip irrigation line,טפטפות,خط ري بالتنقيط,,,
Landscape & paving,ls.irrigation.controller,MATERIAL,controls,Irrigation controller,בקר השקיה,وحدة تحكم الري,,,
Landscape & paving,ls.topsoil,MATERIAL,aggregates,Topsoil,אדמת גן,تربة زراعية,,,
Landscape & paving,ls.tree.stake,MATERIAL,timber,Tree stake and tie,סמוכה לעץ,دعامة شجرة,,,
Landscape & paving,ls.tool.compactor.paving,TOOL,site-equipment,Paving compactor with pad,מהדק לריצוף עם רפידה,دكّاكة بلاط مع لبادة,,,
Landscape & paving,ls.tool.splitter.block,TOOL,hand-tools,Block splitter,מפצל אבן משתלבת,مقصلة انترلوك,,,
General construction,ge.cement.portland,MATERIAL,binders,"Portland cement, 50 kg","מלט פורטלנד, 50 ק״ג",إسمنت بورتلاندي، 50 كغ,,,
General construction,ge.sand.washed,MATERIAL,aggregates,Washed sand,חול רחוץ,رمل مغسول,,,
General construction,ge.gravel.20,MATERIAL,aggregates,Gravel 20 mm,חצץ 20 מ״מ,حصى 20 ملم,,,
General construction,ge.concrete.b30,MATERIAL,concrete,Ready-mix concrete B30,בטון מובא ב־30,باطون جاهز ب-30,,,
General construction,ge.block.concrete.20,MATERIAL,masonry,Concrete block 20 cm,בלוק בטון 20 ס״מ,بلوك باطون 20 سم,,,
General construction,ge.block.ytong.10,MATERIAL,masonry,Aerated concrete block 10 cm,בלוק איטונג 10 ס״מ,بلوك خرساني خلوي 10 سم,,,
General construction,ge.rebar.12,MATERIAL,reinforcement,Reinforcing bar Ø12 mm,מוט זיון קוטר 12 מ״מ,حديد تسليح قطر 12 ملم,,,
General construction,ge.mesh.reinforcement,MATERIAL,reinforcement,Reinforcement mesh,רשת זיון,شبك تسليح,,,
General construction,ge.plaster.base,MATERIAL,finishes,Base coat plaster,טיח שכבה ראשונה,قصارة الطبقة الأولى,,,
General construction,ge.tile.adhesive,MATERIAL,finishes,Tile adhesive C2TE,דבק אריחים C2TE,غراء بلاط C2TE,,,
General construction,ge.grout,MATERIAL,finishes,Tile grout,רובה לאריחים,روبة للبلاط,,,
General construction,ge.tile.porcelain.60,MATERIAL,finishes,Porcelain tile 60×60,אריח פורצלן 60×60,بلاط بورسلان 60×60,,,
General construction,ge.waterproof.bitumen,MATERIAL,waterproofing,Bituminous waterproofing membrane,יריעת איטום ביטומנית,لفافة عزل مائي بيتومينية,,,
General construction,ge.waterproof.cement,MATERIAL,waterproofing,Cementitious waterproofing,איטום צמנטי,عزل مائي إسمنتي,,,
General construction,ge.tool.mixer,TOOL,power-tools,Concrete mixer,מערבל בטון,خلاطة باطون,,,
General construction,ge.tool.angle_grinder,TOOL,power-tools,Angle grinder 230 mm,משחזת זווית 230 מ״מ,جلاخة زاوية 230 ملم,,,
General construction,ge.tool.breaker,TOOL,power-tools,Demolition breaker,פטיש חוצב,مطرقة هدم,,,
General construction,ge.tool.trowel,TOOL,hand-tools,Brick trowel,כף בנאי,مالج بنّاء,,,
General construction,ge.tool.level.spirit,TOOL,measuring,Spirit level 120 cm,פלס 120 ס״מ,ميزان ماء 120 سم,,,
General construction,ge.tool.laser_level,TOOL,measuring,Cross-line laser level,מפלס לייזר צלב,ميزان ليزر صليبي,,,
General construction,ge.tool.tape.8m,TOOL,measuring,Tape measure 8 m,סרט מדידה 8 מ׳,شريط قياس 8 م,,,
General construction,ge.tool.wheelbarrow,TOOL,site-equipment,Wheelbarrow,מריצה,عربة يد,,,
General construction,ge.tool.chalk_line,TOOL,hand-tools,Chalk line,חוט סימון,خيط تعليم,,,
General construction,ge.access.scaffold.frame,MATERIAL,access,Scaffold frame section,מסגרת פיגום,إطار سقالة,,,
General construction,ge.access.ladder.extension,MATERIAL,access,Extension ladder,סולם הארכה,سلّم تمديد,,,
General construction,ge.safety.helmet,SAFETY,ppe,Safety helmet,קסדת מגן,خوذة أمان,,,
General construction,ge.safety.boots,SAFETY,ppe,Safety boots S3,נעלי בטיחות S3,حذاء أمان S3,,,
General construction,ge.safety.vest,SAFETY,ppe,High-visibility vest,אפוד זוהר,سترة عاكسة,,,
General construction,ge.safety.harness,SAFETY,ppe,Full body harness and lanyard,רתמת בטיחות מלאה וחבל קשירה,حزام أمان كامل مع حبل ربط,,,
General construction,ge.safety.ear_plugs,SAFETY,ppe,Ear plugs,אטמי אוזניים,سدادات أذن,,,
General construction,ge.safety.first_aid,SAFETY,site-equipment,Site first aid kit,ערכת עזרה ראשונה לאתר,حقيبة إسعاف أولي للموقع,,,
General construction,ge.safety.fire_extinguisher,SAFETY,site-equipment,Fire extinguisher 6 kg,מטף כיבוי 6 ק״ג,طفاية حريق 6 كغ,,,
