key,where_it_appears,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
proj_part_of,,Part of,חלק מתוך,جزء من,,
proj_no_parts,,Not broken into parts.,לא מחולק לחלקים.,غير مقسم إلى أجزاء.,,
proj_part_hint,,"A floor, a flat, a plot — whatever this job is made of.","קומה, דירה, מגרש — ממה שהעבודה מורכבת.",طابق أو شقة أو قطعة — مما يتكوّن هذا العمل.,,
proj_street,,Street and number,רחוב ומספר,الشارع والرقم,,
proj_city,,City,עיר,المدينة,,
proj_postal_code,,Postal code,מיקוד,الرمز البريدي,,
proj_client_phone,,Client phone,טלפון הלקוח,هاتف الزبون,,
proj_no_date,,Not set,לא נקבע,غير محدد,,
action_clear,,Clear,ניקוי,مسح,,
proj_where_and_who,,"Where it is, and who it is for",איפה זה ולמי,أين هو ولمن,,
proj_no_address,,No address yet.,עדיין אין כתובת.,لا يوجد عنوان بعد.,,
proj_open_map,,Map,מפה,خريطة,,
sch_assign,,Assign,שיוך,إسناد,,
sch_nobody,,Nobody yet,עדיין אף אחד,لا أحد بعد,,
sch_unassign,,Nobody,אף אחד,لا أحد,,
sch_which_job,,Which job?,לאיזו עבודה?,على أي عمل؟,,
saf_sign_here,,Sign here,חתמו כאן,وقّع هنا,,
priv_lead,Privacy screen: the whole of it in one sentence,Everything you record stays on this phone.,כל מה שאתם רושמים נשאר בטלפון הזה.,كل ما تُسجّله يبقى على هذا الهاتف.,,
priv_where_title,,Where your work is kept,היכן נשמרת העבודה שלכם,أين يُحفظ عملك,,
priv_where_body,,"Jobs, crew, photographs, signatures, checklists and money are held in a database on this phone, and so are the names and phone numbers of visitors signed in at a site. There is no account with us and no server holding a copy.","עבודות, צוות, תמונות, חתימות, רשימות בדיקה וכספים נשמרים במסד נתונים בטלפון הזה, וכך גם שמות ומספרי טלפון של מבקרים שנרשמו באתר. אין חשבון אצלנו ואין שרת שמחזיק עותק.",الأعمال والطاقم والصور والتواقيع وقوائم الفحص والمال محفوظة في قاعدة بيانات على هذا الهاتف، وكذلك أسماء وأرقام هواتف الزوار المسجلين في الموقع. لا يوجد حساب لدينا ولا خادم يحتفظ بنسخة.,,
priv_network_title,,The one thing that leaves the phone,הדבר היחיד שיוצא מהטלפון,الشيء الوحيد الذي يغادر الهاتف,,
priv_network_body,,"When you press Check for updates, the app asks GitHub whether a newer version has been published. That request carries nothing about your jobs, your crew or your site. It happens when you press the button and at no other time.","כשלוחצים על בדיקת עדכונים, האפליקציה שואלת את GitHub אם פורסמה גרסה חדשה. בבקשה הזו אין דבר על העבודות, הצוות או האתר שלכם. היא נשלחת רק בלחיצה על הכפתור ולא בשום מועד אחר.",عند الضغط على التحقق من التحديثات، يسأل التطبيق GitHub إن كانت هناك نسخة أحدث. هذا الطلب لا يحمل شيئًا عن أعمالك أو طاقمك أو موقعك. ويحدث عند الضغط على الزر فقط.,,
priv_none_title,,What the app does not do,מה האפליקציה אינה עושה,ما لا يفعله التطبيق,,
priv_none_body,,"No analytics, no advertising and no tracking of any kind. Nothing is shared with anybody, because there is nowhere for it to go.","אין איסוף נתוני שימוש, אין פרסומות ואין מעקב מכל סוג. שום דבר אינו משותף עם אף אחד, כי אין לאן.",لا تحليلات ولا إعلانات ولا تتبّع من أي نوع. لا تُشارَك أي معلومة مع أحد، لأنه لا يوجد مكان تذهب إليه.,,
priv_perm_title,,What the permissions are for,לשם מה ההרשאות,لماذا الأذونات,,
priv_perm_body,,"The camera takes the photographs you attach to a job, a snag or a violation, and they are saved on this phone. Internet access is used only for the update check above.","המצלמה מצלמת את התמונות שאתם מצרפים לעבודה, לליקוי או להפרה, והן נשמרות בטלפון הזה. הגישה לאינטרנט משמשת רק לבדיקת העדכונים שלמעלה.",الكاميرا تلتقط الصور التي ترفقها بعمل أو ملاحظة أو مخالفة، وتُحفظ على هذا الهاتف. الوصول إلى الإنترنت يُستخدم فقط لفحص التحديثات أعلاه.,,
priv_crew_title,,If your firm installed this,אם החברה שלכם התקינה את זה,إذا ثبّتت شركتك هذا التطبيق,,
priv_crew_body,,What you record can be seen by the people your role in the firm allows — that is what the roles are for. It is still only on the phones it was entered on.,"מה שאתם רושמים גלוי לאנשים שהתפקיד שלכם בחברה מתיר — לשם כך קיימים התפקידים. עדיין, הכול נמצא רק במכשירים שבהם הוזן.",ما تُسجّله يمكن أن يراه من يسمح لهم دورك في الشركة — لهذا وُجدت الأدوار. ومع ذلك يبقى فقط على الأجهزة التي أُدخل فيها.,,
priv_delete_title,,Removing it,מחיקה,الحذف,,
priv_delete_body,,"Settings → Delete everything empties the database on this phone. Because nothing ever left it, there is nothing anywhere else to ask for. A backup you took is a file you hold; delete it wherever you put it.","הגדרות ← מחיקת הכול מרוקנת את מסד הנתונים בטלפון הזה. מכיוון ששום דבר לא יצא ממנו, אין ממה לבקש מחיקה במקום אחר. גיבוי שיצרתם הוא קובץ שלכם; מחקו אותו במקום שבו שמרתם אותו.",الإعدادات ← حذف كل شيء يُفرغ قاعدة البيانات على هذا الهاتف. وبما أن شيئًا لم يغادره، لا يوجد مكان آخر تطلب منه الحذف. النسخة الاحتياطية التي أخذتها ملف بحوزتك؛ احذفه حيث وضعته.,,
priv_future_title,,When this changes,מתי זה ישתנה,متى يتغيّر هذا,,
priv_future_body,,"A server is planned, so that phones can sync and a lost phone is not a lost site. Nothing goes to one until it exists, and this page will say so before anything does.","מתוכנן שרת, כדי שמכשירים יוכלו להסתנכרן וטלפון שאבד לא יהיה אתר שאבד. שום דבר לא יישלח לשרת עד שיהיה קיים, והדף הזה יעודכן לפני כן.",هناك خادم مخطَّط له، كي تتزامن الأجهزة ولا يعني فقدان الهاتف فقدان الموقع. لن يذهب شيء إليه قبل وجوده، وستُحدَّث هذه الصفحة قبل ذلك.,,
set_plans,,Plans and pricing,מסלולים ומחירים,الباقات والأسعار,,
plans_lead,,"Priced per company, not per person. The boss pays; the crew does not.","המחיר לפי חברה, לא לפי אדם. הבוס משלם, הצוות לא.",السعر لكل شركة، لا لكل شخص. المعلم يدفع، والطاقم لا.,,
plans_safety_title,,Never behind a payment,לעולם לא בתשלום,لا يُدفع مقابله أبدًا,,
plans_safety_body,,"Admission at the gate, the safety induction, reading a permit, reporting an incident or a near miss, seeing a violation written against you, clocking in and out, and reading or exporting anything already recorded. Free on every plan, for ever, including after a subscription runs out.","כניסה בשער, תדרוך בטיחות, קריאת היתר עבודה, דיווח על תאונה או כמעט נפגע, צפייה בעבירה שנרשמה נגדך, דיווח נוכחות, וקריאה או יצוא של כל מה שכבר נרשם. חינם בכל מסלול, לתמיד, גם אחרי שהמנוי נגמר.",الدخول من البوابة، والتوجيه الأمني، وقراءة تصريح العمل، والإبلاغ عن حادث أو عن موقف وشيك، ورؤية مخالفة مسجّلة بحقك، وتسجيل الحضور والانصراف، وقراءة أو تصدير كل ما سُجّل. مجانًا في كل باقة، دائمًا، وحتى بعد انتهاء الاشتراك.,,
plans_free,,Free,חינם,مجانًا,,
plans_pro,,Pro,פרו,برو,,
plans_site,,Site,אתר,موقع,,
plans_free_price,,No charge,ללא תשלום,بلا مقابل,,
plans_pro_price,,"₪49 a month, or ₪490 a year","₪49 לחודש, או ₪490 לשנה",₪49 شهريًا، أو ₪490 سنويًا,,
plans_site_price,,"₪149 a month, or ₪1,490 a year","₪149 לחודש, או ₪1,490 לשנה","₪149 شهريًا، أو ₪1,490 سنويًا",,
plans_free_for,,"A sole trader or a small crew. Everything works: the catalogue, all five lenses, the registers, the photographs, the audit trail.","עצמאי או צוות קטן. הכול עובד: הקטלוג, חמש העדשות, היומנים, התמונות ונתיב הביקורת.",عامل مستقل أو طاقم صغير. كل شيء يعمل: الكتالوج، والعدسات الخمس، والسجلات، والصور، ومسار التدقيق.,,
plans_pro_for,,A firm with a crew. Adds more than one company on a device and a signed audit export a third party can check.,"חברה עם צוות. מוסיף יותר מחברה אחת במכשיר אחד, ויצוא ביקורת חתום שגורם שלישי יכול לבדוק.",شركة لديها طاقم. تضيف أكثر من شركة على الجهاز الواحد، وتصدير تدقيق موقّع يمكن لجهة ثالثة التحقق منه.,,
plans_site_for,,"A main contractor. Adds subcontractor chains, contracts and work packages, and payment applications with certification and retention.","קבלן ראשי. מוסיף שרשרות קבלני משנה, חוזים וחבילות עבודה, וחשבונות חלקיים עם אישור ועיכבון.",مقاول رئيسي. يضيف سلاسل مقاولي الباطن، والعقود وحزم العمل، ومطالبات الدفع مع الاعتماد والمحتجز.,,
plans_seats_free,,Up to 3 people,עד 3 אנשים,حتى 3 أشخاص,,
plans_seats_pro,,Up to 15 people,עד 15 אנשים,حتى 15 شخصًا,,
plans_seats_site,,No limit on people,ללא הגבלה על מספר האנשים,بلا حد لعدد الأشخاص,,
plans_year_note,,A year is two months free.,תשלום שנתי הוא שני חודשים חינם.,الاشتراك السنوي يعني شهرين مجانًا.,,
plans_vat,,Prices include VAT at 18%.,"המחירים כוללים מע""מ בשיעור 18%.",الأسعار شاملة ضريبة القيمة المضافة 18%.,,
plans_current,,Your plan,המסלול שלך,باقتك,,
plans_on_the_books,,People on the books,אנשים בספרים,الأشخاص المسجلون,,
plans_not_yet_title,,Nothing to pay yet,אין עדיין מה לשלם,لا شيء للدفع بعد,,
plans_not_yet_body,,"Everybody is on the free plan and no limit is enforced. Buying is not switched on until the subscription can be checked against something other than this phone, and a limit that could be lifted by tapping a button on your own device is not a limit.","כולם במסלול החינם ואין אכיפה של שום מגבלה. הרכישה לא תיפתח עד שאפשר יהיה לבדוק את המנוי מול משהו שאינו הטלפון הזה, ומגבלה שניתן להסיר בלחיצה על המכשיר שלך אינה מגבלה.",الجميع على الباقة المجانية ولا يُفرض أي حد. لن يُفتح الشراء قبل أن يصبح بالإمكان التحقق من الاشتراك مقابل جهة غير هذا الهاتف؛ والحد الذي يمكن رفعه بضغطة زر على جهازك ليس حدًا.,,
ptw_sign,,Sign to issue,חתמו כדי להנפיק,وقّع للإصدار,,
acc_username,,Username,שם משתמש,اسم المستخدم,,
acc_username_hint,,What you will type to sign in. Short is better on a site.,מה שתקלידו כדי להיכנס. קצר עדיף באתר.,ما ستكتبه لتسجيل الدخول. الأقصر أفضل في الموقع.,,
acc_phone,,Phone number,מספר טלפון,رقم الهاتف,,
acc_phone_hint,,How the site reaches you. Required.,כך האתר משיג אתכם. חובה.,بهذا يصل إليك الموقع. مطلوب.,,
acc_email,,Email address (optional),כתובת אימייל (לא חובה),البريد الإلكتروني (اختياري),,
acc_phone_missing,,A phone number is needed.,צריך מספר טלפון.,رقم الهاتف مطلوب.,,
acc_phone_not_a_number,,That is not a phone number.,זה לא מספר טלפון.,هذا ليس رقم هاتف.,,
acc_phone_too_short,,That is too short to be a phone number.,זה קצר מדי בשביל מספר טלפון.,هذا أقصر من أن يكون رقم هاتف.,,
acc_phone_too_long,,That is longer than any phone number.,זה ארוך מכל מספר טלפון.,هذا أطول من أي رقم هاتف.,,
acc_phone_repeated,,A number somebody can actually be reached on.,מספר שאפשר באמת להשיג בו מישהו.,رقم يمكن الوصول إلى صاحبه فعلاً.,,
acc_email_bad,,That does not look like an email address.,זה לא נראה ככתובת אימייל.,هذا لا يبدو كبريد إلكتروني.,,
audit_exported,Audit action: a record was exported out of the app,Exported,יוצא,صُدِّر,,
audit_purged,Audit action: old entries were removed,Purged,נוקה,طُهِّر,,
acc_have_account,,I already have an account,כבר יש לי חשבון,لدي حساب بالفعل,,
acc_none_on_device,,"There are no accounts on this phone yet. Accounts are kept on the device, so one made on another phone cannot be reached from here until the company has a server. Create an account to get started.","אין עדיין חשבונות בטלפון הזה. החשבונות נשמרים במכשיר, ולכן חשבון שנוצר בטלפון אחר אינו נגיש מכאן עד שתהיה לחברה שרת. צרו חשבון כדי להתחיל.",لا توجد حسابات على هذا الهاتف بعد. الحسابات محفوظة على الجهاز، لذلك لا يمكن الوصول من هنا إلى حساب أُنشئ على هاتف آخر حتى يكون للشركة خادم. أنشئ حسابًا للبدء.,,
role_safety_officer,,Safety officer,ממונה בטיחות,مسؤول السلامة,,
role_safety_officer_hint,,"Records violations and incidents against named people. Sees who somebody is, never what they are paid.","רושם הפרות ואירועים על שם אנשים מזוהים. רואה מי האדם, לעולם לא כמה הוא מקבל.",يسجّل المخالفات والحوادث بأسماء أشخاص محددين. يرى هوية الشخص، ولا يرى أجره أبدًا.,,
find_by_id,,ID number,מספר זהות,رقم الهوية,,
find_by_id_hint,,Type the number from their card. Names on a site repeat; this does not.,"הקלידו את המספר מהתעודה. שמות באתר חוזרים על עצמם, המספר לא.",اكتب الرقم من بطاقته. الأسماء في الموقع تتكرر، وهذا الرقم لا يتكرر.,,
find_nobody,,No one has that ID number. They have to create an account before they can be added.,אין אף אחד עם מספר הזהות הזה. עליו ליצור חשבון לפני שניתן להוסיף אותו.,لا يوجد أحد بهذا الرقم. عليه إنشاء حساب قبل أن يمكن إضافته.,,
vio_title,,Violations,הפרות,المخالفات,,
vio_new,,Record a violation,רישום הפרה,تسجيل مخالفة,,
vio_none,,Nothing recorded.,לא נרשם דבר.,لم يُسجَّل شيء.,,
vio_what,,What was wrong,מה הייתה ההפרה,ما هي المخالفة,,
vio_cost,,"Cost, if any","עלות, אם יש",التكلفة، إن وُجدت,,
vio_cost_hint,,Leave empty for no charge. Empty and zero are not the same.,השאירו ריק אם אין חיוב. ריק ואפס אינם אותו דבר.,اتركه فارغًا إذا لا توجد تكلفة. الفارغ والصفر ليسا سواء.,,
vio_evidence,,Photograph or video,תמונה או סרטון,صورة أو فيديو,,
vio_confirm,,Confirm,אישור,تأكيد,,
vio_confirm_warning,,"Once confirmed this cannot be changed or withdrawn, and the person it names will see it.","לאחר אישור לא ניתן לשנות או לבטל, והאדם ששמו רשום יראה זאת.",بعد التأكيد لا يمكن التغيير أو السحب، والشخص المذكور سيراها.,,
vio_draft,,Draft — only you can see this,טיוטה — רק אתם רואים זאת,مسودة — أنت وحدك تراها,,
vio_confirmed,,Confirmed,אושר,مؤكَّدة,,
vio_cancelled,,Cancelled,בוטל,مُلغاة,,
vio_need_person,,Choose who this is against.,בחרו נגד מי ההפרה.,اختر ضد من هذه المخالفة.,,
vio_need_evidence,,Attach a photograph or a video. A violation with a cost and nothing to show is one person's word.,צרפו תמונה או סרטון. הפרה עם עלות וללא ראיה היא מילה של אדם אחד.,أرفق صورة أو فيديو. مخالفة بتكلفة وبلا دليل هي كلمة شخص واحد.,,
vio_need_description,,Write what was wrong.,כתבו מה הייתה ההפרה.,اكتب ما هي المخالفة.,,
po_due,Row on a purchase order: when the delivery is expected,Due,צפוי להגיע,موعد الوصول,,
po_no_due,The supplier has not said when it is coming,The supplier has not said,הספק לא אמר,المورّد لم يحدّد,,
po_when_due,Dialog title when placing an order: ask for the delivery date,When is it due?,מתי זה אמור להגיע?,متى من المفترض أن تصل؟,,
saf_what_is_wrong,Field on a failed checklist row: describe the failure,What is wrong,מה לא תקין,ما هو الخلل,,
saf_fail_needs_words,Hint under the field on a failed check,A failed check with no words is a row nobody can act on six months later.,כשל בלי הסבר הוא שורה שאי אפשר לפעול לפיה כעבור חצי שנה.,بند راسب بلا شرح هو سطر لا يمكن التصرف بناءً عليه بعد ستة أشهر.,,
saf_photograph,Button on a failed checklist row: attach a photograph,Photograph it,צילום,صوّرها,,
vio_job,Row on the violation draft: which job it happened on,Which job,באיזו עבודה,في أي عمل,,
vio_no_job,"The violation was not on a job — a yard, a van, the road",Not on a job,לא בעבודה מסוימת,ليست ضمن عمل,,
vio_refused_officer,Dialog: the account may not write violations for this company,You are not allowed to record violations here.,אין לכם הרשאה לרשום הפרות כאן.,لا تملك صلاحية تسجيل المخالفات هنا.,,
vio_refused_books,"Dialog: signed in, but a member of no company at all","You are not on any company's books. Create a company or join one, then record it.","אינכם רשומים באף חברה. פתחו חברה או הצטרפו לאחת, ואז רשמו את ההפרה.",لست مسجَّلًا في أي شركة. أنشئ شركة أو انضم إلى واحدة، ثم سجّل المخالفة.,,
vio_refused_state,Dialog: the violation is already confirmed or cancelled,This one has already been confirmed or cancelled. It cannot be changed.,הפרה זו כבר אושרה או בוטלה. לא ניתן לשנות אותה.,هذه المخالفة أُكِّدت أو أُلغيت بالفعل. لا يمكن تغييرها.,,
vio_refused_incomplete,Dialog: confirm was refused because something is missing,"Something is still missing: who it is against, what was wrong, and a photograph or a video.","עדיין חסר משהו: נגד מי ההפרה, מה הייתה ההפרה, ותמונה או סרטון.",لا يزال هناك نقص: ضد من هي المخالفة، وما هي، وصورة أو فيديو.,,
vio_refused_cost,Dialog: a negative cost was rejected,A cost cannot be less than zero. Leave it empty for no charge.,עלות אינה יכולה להיות שלילית. השאירו ריק אם אין חיוב.,لا يمكن أن تكون التكلفة أقل من صفر. اتركها فارغة إذا لا يوجد مبلغ.,,
vio_refused_unknown,Dialog: the write failed for a reason the app has no better sentence for,That could not be saved.,לא ניתן היה לשמור.,تعذّر الحفظ.,,
gate_title,Screen title: signing people onto the site at the gate,Site entry,כניסה לאתר,الدخول إلى الموقع,,
gate_find,Section header above the ID number field,Who is at the gate,מי בשער,من على البوابة,,
gate_find_hint,Under the ID field. Says the number is checked against a face.,The number on their card. Their photograph comes back with it.,המספר שעל התעודה. התמונה שלהם מוצגת יחד איתו.,الرقم المدوّن على بطاقتهم. صورتهم تظهر معه.,,
gate_not_found,No account has that ID number.,"Nobody has that ID number. They sign up on their own phone first, then come back.",אין אף אחד עם מספר זהות זה. שיירשמו קודם בטלפון שלהם ויחזרו.,لا يوجد أحد بهذا رقم الهوية. عليهم التسجيل أولاً من هاتفهم ثم العودة.,,
gate_grants,"Under the found person's card. %1$s is a role name, e.g. Worker.",Will be signed onto the site as: %1$s. Their rank is set afterwards by whoever engaged them.,ייכנס לאתר בתור: %1$s. הדרגה נקבעת לאחר מכן על ידי מי שהעסיק אותו.,سيُسجَّل في الموقع بصفة: %1$s. أما رتبته فيحددها لاحقاً من كلّفه بالعمل.,,
gate_already_in,The person found is already on this company's books.,Already signed onto this site. Nothing to do.,כבר רשום באתר הזה. אין מה לעשות.,مسجَّل في هذا الموقع مسبقاً. لا حاجة لأي إجراء.,,
gate_sign,Section header above the signature pad,Their signature,החתימה שלהם,توقيعهم,,
gate_sign_body,Explains what the person at the gate is signing for.,Hand them the phone. They sign to say they have been briefed on this site's safety rules.,מסרו להם את הטלפון. הם חותמים על כך שקיבלו תדריך בטיחות לאתר הזה.,أعطهم الهاتف. يوقّعون إقراراً بأنهم تلقّوا تعليمات السلامة الخاصة بهذا الموقع.,,
gate_need_signature,Why the admit button is disabled.,Not signed yet.,עדיין לא חתמו.,لم يوقّعوا بعد.,,
gate_admit,The button that puts the person onto the site.,Sign them onto the site,הכניסו לאתר,سجّلهم في الموقع,,
gate_admitted,Confirmation after an admission. %1$s is the person's name.,%1$s is on the site.,%1$s נמצא באתר.,%1$s أصبح في الموقع.,,
gate_not_yours,Shown to a role that may not admit people.,Signing people onto the site is not one of yours. The site manager or the safety officer does it.,הכנסת אנשים לאתר אינה בסמכותכם. מנהל העבודה או ממונה הבטיחות עושה זאת.,تسجيل الأشخاص في الموقع ليس من صلاحياتك. يقوم بذلك مدير الموقع أو مسؤول السلامة.,,
people_gate,Entry point on the People screen that opens the gate.,Sign someone onto the site,הכניסו מישהו לאתר,سجّل شخصاً في الموقع,,
inc_evidence,Button that attaches a photo or video to an incident. %1$d is how many are attached.,Photograph or video (%1$d),תמונה או סרטון (%1$d),صورة أو فيديو (%1$d),,
inc_need_evidence,Why the save button is disabled: no photo or video attached yet.,"Attach a photograph or a video. By the time this is argued about, the ladder has been moved.","צרפו תמונה או סרטון. עד שיתווכחו על זה, הסולם כבר יוזז.",أرفق صورة أو فيديو. بحلول وقت الجدال حول ما جرى، يكون السلّم قد نُقل.,,
inc_need_description,Why the save button is disabled: nothing written.,Write what happened.,כתבו מה קרה.,اكتب ما الذي حدث.,,
inc_cost,Optional cost field on an incident report.,"Cost, if known","עלות, אם ידועה",التكلفة، إن كانت معروفة,,
inc_cost_hint,Under the cost field. Explains that blank and zero differ.,Leave it empty if nobody knows yet. Empty and zero are not the same.,השאירו ריק אם עדיין לא ידוע. ריק ואפס אינם אותו דבר.,اتركه فارغًا إن لم يُعرف بعد. الفارغ والصفر ليسا سواء.,,
inc_bad_cost,"The cost field holds something that is not a number, or is negative.",That is not an amount. Leave it empty if you do not know.,זה אינו סכום. השאירו ריק אם אינכם יודעים.,هذا ليس مبلغًا. اتركه فارغًا إن كنت لا تعرف.,,
ts_not_whole_job,The reconciliation covers only the people this viewer may price.,"This covers only the people whose pay you may see, so it is not the job's whole labour.","זה מכסה רק את מי שאתם רשאים לראות את שכרם, ולכן אינו כל העבודה בפרויקט.",هذا يشمل فقط من يحقّ لك الاطلاع على أجورهم، فهو ليس كامل العمالة في المشروع.,,
ts_all_withheld,Empty state when every person on the job is above this viewer in the chain.,None of the hours on this job are yours to price.,אף אחת מהשעות בפרויקט זה אינה בסמכותכם לתמחר.,لا شيء من ساعات هذا المشروع من صلاحيتك تسعيره.,,
ts_withheld_hint,Under the empty state: explains the chain of command rule.,"You see the pay of the people who answer to you, and your own. Nobody sees their own boss's.","אתם רואים את שכרם של מי שכפוף לכם, ואת שלכם. איש אינו רואה את שכר הממונה עליו.",ترى أجور من هم تحت إمرتك، وأجرك أنت. ولا أحد يرى أجر من هو فوقه.,,
people_reports_to,Label on the member sheet: who this person answers to.,Answers to,כפוף ל,يتبع لـ,,
people_reports_to_nobody,Shown when a member has no manager set.,Nobody yet — the owner,עדיין אף אחד — הבעלים,لا أحد بعد — المالك,,
people_reports_hint,Explains what setting a manager does.,"Whoever someone answers to can see what they are paid. Nobody else can, including people beside them and above them.","מי שאדם כפוף לו רואה את שכרו. אף אחד אחר לא, לרבות עמיתים והממונים עליו.",من يتبع له الشخص يرى أجره. ولا يراه أحد غيره، لا زملاؤه ولا من هم فوقه.,,
people_chain_not_yours,Refusal: the actor is not above this person in the chain.,"Only somebody above them can move them, and you are not.","רק מי שמעליהם יכול להעביר אותם, ואתם לא.",لا ينقلهم إلا من هو فوقهم، ولست كذلك.,,
people_chain_yourself,Refusal: you cannot change who you answer to.,You cannot move yourself. Whoever you answer to does that.,אינכם יכולים להעביר את עצמכם. מי שאתם כפופים לו עושה זאת.,لا يمكنك نقل نفسك. من تتبع له هو من يفعل ذلك.,,
people_chain_loop,Refusal: the move would put a circle in the chain.,That would put a circle in the chain: they are already above the person you picked.,זה ייצור מעגל בשרשרת: הם כבר מעל האדם שבחרתם.,هذا سيُنشئ حلقة مغلقة: هم بالفعل فوق الشخص الذي اخترته.,,
people_chain_unknown,Refusal: the person or the manager is not on this company's books.,Not on this company's books.,לא רשומים בחברה זו.,غير مسجّل في دفاتر هذه الشركة.,,
crew_title,"Screen title: the crew, listed by trade, with faces",Who is on site,מי באתר,من في الموقع,,
crew_none,No one on the books matches the chosen trade.,Nobody on the books for that trade.,אין אף אחד רשום למקצוע הזה.,لا أحد مسجّل لهذه المهنة.,,
crew_trade,Label for the trade a person works in.,Trade,מקצוע,المهنة,,
crew_inducted,Label for the date somebody signed the safety induction.,Inducted,תודרך,تلقّى التدريب,,
crew_no_money,"Says plainly why a profile shows no wages, so an absence is not read as a gap.",Nothing about pay here. Only somebody above them in the chain of command sees that.,אין כאן דבר על שכר. רק מי שמעליהם בשרשרת הפיקוד רואה זאת.,لا شيء هنا عن الأجر. لا يراه إلا من هو فوقهم في سلسلة القيادة.,,
crew_contact,,Contact,יצירת קשר,الاتصال,,
crew_call,,Call,התקשר,اتصال,,
crew_whatsapp,,WhatsApp,וואטסאפ,واتساب,,
crew_email,,Email,אימייל,البريد الإلكتروني,,
crew_no_phone,,No phone number on file for this person.,אין מספר טלפון רשום לאדם הזה.,لا يوجد رقم هاتف مسجل لهذا الشخص.,,
crew_correct,Button and dialog title: fix what the crew list says about somebody,Correct these details,תיקון הפרטים,تصحيح التفاصيل,,
crew_id_locked,Why the ID number cannot be edited once it is set,The ID number is set and cannot be changed here. It is on the gate list and on the induction record — ask the office.,מספר תעודת הזהות כבר נקבע ולא ניתן לשנותו כאן. הוא מופיע ברשימת הכניסה וברישום ההדרכה — פנו למשרד.,رقم الهوية مثبَّت ولا يمكن تغييره هنا. فهو مدرج في قائمة البوابة وفي سجل التوجيه — راجع المكتب.,,
crew_need_name,Refusal: the name field was left empty,A name is needed. A row with nobody's name on it is a row nobody can read.,נדרש שם. שורה בלי שם היא שורה שאיש לא יכול לקרוא.,الاسم مطلوب. سطر بلا اسم هو سطر لا يستطيع أحد قراءته.,,
crew_not_on_books,Refusal: that person is not a member of the company being worked in,They are not on this company's books.,הם אינם רשומים בחברה הזו.,هذا الشخص ليس مسجَّلًا في هذه الشركة.,,
crew_no_such_person,"Refusal: the account has gone, or was removed",That person's record could not be found.,לא נמצא רישום עבור אדם זה.,تعذّر العثور على سجل هذا الشخص.,,
crew_correct_failed,Refusal: the correction failed for a reason with no better sentence,That could not be saved.,לא ניתן היה לשמור.,تعذّر الحفظ.,,
crew_no_violations,Nobody has confirmed a violation against this person.,Nothing confirmed against them.,לא אושרה נגדם אף הפרה.,لا توجد مخالفات مؤكدة بحقهم.,,
crew_open,"Entry point that opens the crew list, by trade, with faces.",Find someone by trade,חיפוש לפי מקצוע,ابحث عن شخص حسب المهنة,,
home_changes,Section header on the dashboard: recent changes this person may see,What changed,מה השתנה,ما الذي تغيّر,,
backup_title,Settings section: taking the record off the phone and putting it back,Backup,גיבוי,النسخ الاحتياطي,,
backup_why,Explains why a backup matters when everything is on one device.,"Everything is on this phone and nothing is on a server. Lose the phone and you lose the site diary, unless you have a backup.","הכול נמצא בטלפון הזה ודבר אינו בשרת. אובדן הטלפון הוא אובדן יומן העבודה, אלא אם יש גיבוי.",كل شيء على هذا الهاتف ولا شيء على خادم. فقدان الهاتف يعني فقدان يوميات الموقع، إلا إذا كان لديك نسخة احتياطية.,,
backup_take,Button that writes a backup file.,Back up,גיבוי,أنشئ نسخة,,
backup_restore,Button that opens a backup file to restore from.,Restore,שחזור,استعادة,,
backup_working,Shown while a backup or restore is running.,"Working. This takes a while, because the photographs go in too.","בעבודה. זה לוקח זמן, כי גם התמונות נכללות.",جارٍ العمل. يستغرق هذا وقتًا، لأن الصور مُضمَّنة أيضًا.,,
backup_done,Backup written. %1$d is how many photos and videos went in.,"Backed up, with %1$d photographs and videos. Keep the file somewhere that is not this phone.","הגיבוי הושלם, כולל %1$d תמונות וסרטונים. שמרו את הקובץ במקום שאינו הטלפון הזה.",تم النسخ، مع %1$d صورة وفيديو. احتفظ بالملف في مكان غير هذا الهاتف.,,
backup_staged,A restore is unpacked and waiting for the app to be restarted. %1$s is when the backup was taken.,"Ready to restore the backup from %1$s. The app has to close and open again to finish, because the file it would replace is the one it is running on. Nothing has changed yet.","מוכן לשחזור הגיבוי מ־%1$s. כדי לסיים, האפליקציה צריכה להיסגר ולהיפתח מחדש — הקובץ שאמור להיות מוחלף הוא הקובץ שהיא פועלת עליו. עדיין לא השתנה דבר.",جاهز لاستعادة النسخة من %1$s. لإتمام العملية على التطبيق أن يُغلق ثم يُفتح من جديد، لأن الملف المراد استبداله هو الملف الذي يعمل عليه. لم يتغيّر شيء بعد.,,
backup_older_version,The backup predates the installed version; migrations will run.,It was taken by an older version. It will be brought up to date as it is restored.,הגיבוי נלקח בגרסה ישנה יותר. הוא יעודכן במהלך השחזור.,أُخذت النسخة بإصدار أقدم. سيجري تحديثها أثناء الاستعادة.,,
backup_cancel_restore,Abandons a staged restore before the restart.,Do not restore after all,ביטול השחזור,تراجع عن الاستعادة,,
backup_restored,Shown at launch after a restore was applied.,Restored from a backup.,שוחזר מגיבוי.,تمت الاستعادة من نسخة احتياطية.,,
