trade,kind,id,context,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
Drywall & gypsum,safety check,sf.gb.access.3,CRITICAL — blocks sign-off,"Floor clear of offcuts, screws and cable underfoot","הרצפה נקייה משאריות, ברגים וכבלים",الأرضية خالية من القصاصات والبراغي والكابلات,,
Drywall & gypsum,safety check,sf.gb.access.4,,Ceiling boards lifted by two people or by a panel lifter,לוחות תקרה מורמים בשניים או במרים לוחות,ألواح السقف تُرفع باثنين أو برافعة ألواح,,
Drywall & gypsum,checklist title,sf.gb.services,must be done before work,Before cutting into a wall or ceiling,לפני חיתוך בקיר או בתקרה,قبل القص في حائط أو سقف,,
Drywall & gypsum,safety check,sf.gb.services.1,CRITICAL — blocks sign-off,"Cable and pipe positions confirmed, by drawing or by detector","מיקומי כבלים וצנרת אושרו, לפי תוכנית או גלאי",مواقع الكابلات والمواسير مؤكّدة، بمخطط أو بجهاز كشف,,
Drywall & gypsum,safety check,sf.gb.services.2,CRITICAL — blocks sign-off,Circuits in the area isolated where a cut could reach them,מעגלים באזור מנותקים היכן שחיתוך עלול להגיע אליהם,الدارات في المنطقة معزولة حيث قد يصلها القص,,
Drywall & gypsum,safety check,sf.gb.services.3,,Fire-rated construction identified so the right board goes back,בנייה עמידת אש זוהתה כדי שיוחזר הלוח הנכון,البناء المقاوم للحريق محدّد ليُعاد اللوح الصحيح,,
Drywall & gypsum,template name,tpl.gb.partition,,"Stud partition wall, one room",מחיצת גבס לחדר אחד,قاطع جبس لغرفة واحدة,,
Drywall & gypsum,template description,tpl.gb.partition,,"Metal stud partition with insulation, boarded both sides and taped ready for paint.","מחיצה על שלד מתכת עם בידוד, לוחות משני צדדים ורובה מוכנה לצבע.",قاطع على هيكل معدني مع عزل، ألواح من الجهتين ومعجون جاهز للدهان.,,
Drywall & gypsum,template task,tpl.gb.pt.1,step 1,Set out the line and check it against the drawing,סימון הקו ובדיקתו מול התוכנית,تعليم الخط وفحصه مقابل المخطط,,
Drywall & gypsum,template task,tpl.gb.pt.2,step 2,Fix track to floor and ceiling,קיבוע מסילה לרצפה ולתקרה,تثبيت المسار بالأرضية والسقف,,
Drywall & gypsum,template task,tpl.gb.pt.3,step 3,Stand studs at centres and check for plumb,העמדת פרופילים במרווחים ובדיקת אנך,نصب البروفيلات بالمسافات وفحص الشاقول,,
Drywall & gypsum,template task,tpl.gb.pt.4,step 4,"First side boarded, services run inside before closing","לוחות בצד ראשון, מערכות מותקנות לפני הסגירה",ألواح الجهة الأولى، المنظومات تُمدّ قبل الإغلاق,,
Drywall & gypsum,template task,tpl.gb.pt.5,step 5,"Insulation in, then the second side",בידוד פנימה ואז הצד השני,العزل بالداخل ثم الجهة الثانية,,
Drywall & gypsum,template task,tpl.gb.pt.6,step 6,"Tape, fill and sand ready for paint","רובה, שפכטל וליטוש לקראת צבע",معجون وشريط وصنفرة تحضيراً للدهان,,
Drywall & gypsum,template name,tpl.gb.ceiling,,"Suspended ceiling, one room",תקרה אקוסטית לחדר אחד,سقف معلّق لغرفة واحدة,,
Drywall & gypsum,template description,tpl.gb.ceiling,,Grid ceiling with access hatches where valves and dampers sit above it.,תקרת שלד עם דלתות שירות במקומות שבהם שסתומים ומדפים נמצאים מעליה.,سقف بشبكة مع فتحات صيانة حيث توجد المحابس والدامبرات فوقه.,,
Drywall & gypsum,template task,tpl.gb.ct.1,step 1,Mark the ceiling line at the finished height,סימון קו התקרה בגובה הסופי,تعليم خط السقف على الارتفاع النهائي,,
Drywall & gypsum,template task,tpl.gb.ct.2,step 2,Fix perimeter angle and hang the grid,קיבוע זווית היקפית ותליית השלד,تثبيت الزاوية المحيطة وتعليق الشبكة,,
Drywall & gypsum,template task,tpl.gb.ct.3,step 3,Level the grid across the whole room,פילוס השלד בכל החדר,تسوية الشبكة في كامل الغرفة,,
Drywall & gypsum,template task,tpl.gb.ct.4,step 4,Access hatch at every valve and damper above,דלת שירות בכל שסתום ומדף מעל,فتحة صيانة عند كل محبس ودامبر فوق,,
Drywall & gypsum,template task,tpl.gb.ct.5,step 5,"Lay tiles last, after the dust has stopped","הנחת אריחים אחרונה, אחרי שהאבק פסק",وضع البلاطات أخيراً بعد توقّف الغبار,,
Stonework & cladding,checklist title,sf.st.silica,must be done before work,Silica dust before cutting stone,אבק צורן לפני חיתוך אבן,غبار السيليكا قبل قص الحجر,,
Stonework & cladding,safety check,sf.st.silica.1,CRITICAL — blocks sign-off,Water suppression or on-tool extraction fitted and working,דיכוי במים או שאיבה על הכלי מותקנים ופועלים,الترطيب بالماء أو الشفط على العدة مركّب ويعمل,,
Stonework & cladding,safety check,sf.st.silica.2,CRITICAL — blocks sign-off,Every person in the cutting area wearing a fitted P3 respirator,כל אדם באזור החיתוך חובש מסכת P3 מותאמת,كل شخص في منطقة القص يرتدي كمامة P3 مُقاسة,,
Stonework & cladding,safety check,sf.st.silica.3,CRITICAL — blocks sign-off,Dry cutting not being used where a wet or extracted method exists,אין חיתוך יבש היכן שקיימת שיטה רטובה או עם שאיבה,لا يُستخدم القص الجاف حيث توجد طريقة مبلّلة أو بشفط,,
Stonework & cladding,safety check,sf.st.silica.4,,"Cutting area separated from other trades, or they have stopped","אזור החיתוך מופרד מבעלי מקצוע אחרים, או שהם הפסיקו",منطقة القص معزولة عن باقي المهن، أو أنهم توقّفوا,,
Stonework & cladding,safety check,sf.st.silica.5,,"Slurry and dust cleared wet, never swept dry","בוצה ואבק נוקו ברטוב, לעולם לא בטאטוא יבש",الطين والغبار يُنظّفان مبلّلين، لا يُكنسان جافّين,,
Stonework & cladding,checklist title,sf.st.facade,must be done before work,Fixing stone to a facade,עיגון אבן לחזית,تثبيت الحجر على الواجهة,,
Stonework & cladding,safety check,sf.st.facade.1,CRITICAL — blocks sign-off,Mechanical anchors specified by the engineer are the ones on site,העוגנים המכניים שנקבעו על ידי המהנדס הם אלה שבאתר,المثبّتات الميكانيكية التي حدّدها المهندس هي الموجودة في الموقع,,
Stonework & cladding,safety check,sf.st.facade.2,CRITICAL — blocks sign-off,No stone relying on mortar alone to stay on the building,אין אבן הנשענת על טיט בלבד כדי להישאר על המבנה,لا يوجد حجر يعتمد على المونة وحدها ليبقى على المبنى,,
Stonework & cladding,safety check,sf.st.facade.3,CRITICAL — blocks sign-off,"Exclusion zone below the working face, and it is manned or barriered","אזור אסור מתחת לחזית העבודה, מאויש או מגודר",منطقة محظورة تحت واجهة العمل، مأهولة أو مسيّجة,,
Stonework & cladding,safety check,sf.st.facade.4,,Vacuum lifter tested on the day and its seal checked,מרים ואקום נבדק ביום העבודה ואטמו נבדק,رافعة الشفط مفحوصة اليوم وجلدتها مفحوصة,,
Stonework & cladding,safety check,sf.st.facade.5,,Weather checked: wind speed within the lifter's stated limit,מזג האוויר נבדק: מהירות הרוח בתחום המותר למרים,الطقس مفحوص: سرعة الرياح ضمن حد الرافعة المعلن,,
Stonework & cladding,template name,tpl.st.facade,,"Stone cladding, one elevation",חיפוי אבן לחזית אחת,تحجير واجهة واحدة,,
Stonework & cladding,template description,tpl.st.facade,,"Mechanically anchored stone with a pointed joint, sealed after the mortar has cured.","אבן מעוגנת מכנית עם מישק, אטומה לאחר התקשות הטיט.",حجر مثبّت ميكانيكياً بفاصل مقصور، يُغلق بعد شدّ المونة.,,
Stonework & cladding,template task,tpl.st.ft.1,step 1,"Survey the wall — stone hides nothing, it follows what is behind it","מדידת הקיר — אבן אינה מסתירה דבר, היא הולכת אחרי מה שמאחוריה",مسح الحائط — الحجر لا يخفي شيئاً، يتبع ما خلفه,,
Stonework & cladding,template task,tpl.st.ft.2,step 2,"Set out courses from the openings, not from the ground","סימון נדבכים מהפתחים, לא מהקרקע",تعليم المداميك من الفتحات، لا من الأرض,,
Stonework & cladding,template task,tpl.st.ft.3,step 3,Drill and fix anchors to the engineer's spacing,קדיחה וקיבוע עוגנים במרווחים שקבע המהנדס,ثقب وتثبيت المثبّتات بالمسافات التي حدّدها المهندس,,
Stonework & cladding,template task,tpl.st.ft.4,step 4,"Hang stone, checking plumb every course",תליית אבן ובדיקת אנך בכל נדבך,تعليق الحجر وفحص الشاقول كل مدماك,,
Stonework & cladding,template task,tpl.st.ft.5,step 5,Point the joints once the anchors have taken the load,מילוי מישקים לאחר שהעוגנים נושאים את העומס,قصر الفواصل بعد أن تحمل المثبّتات الوزن,,
Stonework & cladding,template task,tpl.st.ft.6,step 6,"Seal, and only once the wall is dry through","אטימה, ורק כשהקיר יבש לעומק",الإغلاق، وفقط عندما يجفّ الحائط للعمق,,
Aluminium & glazing,checklist title,sf.al.glass,must be done before work,Handling glass,טיפול בזכוכית,التعامل مع الزجاج,,
Aluminium & glazing,safety check,sf.al.glass.1,CRITICAL — blocks sign-off,Suction lifter tested on the day and its seals checked,מרים ואקום נבדק ביום העבודה ואטמיו נבדקו,رافعة الشفط مفحوصة اليوم وجلدها مفحوص,,
Aluminium & glazing,safety check,sf.al.glass.2,CRITICAL — blocks sign-off,Cut-resistant gloves and arm protection worn,כפפות עמידות חיתוך ומגן זרוע,قفازات مقاومة للقطع وواقي ذراع,,
Aluminium & glazing,safety check,sf.al.glass.3,CRITICAL — blocks sign-off,Nobody below the opening while a pane is being placed,אין איש מתחת לפתח בעת הצבת זכוכית,لا أحد تحت الفتحة أثناء تركيب اللوح,,
Aluminium & glazing,safety check,sf.al.glass.4,CRITICAL — blocks sign-off,Edge protection stays until the frame and glass are both fixed,הגנת קצה נשארת עד שהמסגרת והזכוכית מקובעות,حماية الحافة تبقى حتى تُثبّت الحلقة والزجاج,,
Aluminium & glazing,safety check,sf.al.glass.5,,Wind checked — a pane is a sail,הרוח נבדקה — לוח זכוכית הוא מפרש,الرياح مفحوصة — لوح الزجاج شراع,,
Aluminium & glazing,template name,tpl.al.windows,,"Aluminium windows, one flat",חלונות אלומיניום לדירה,شبابيك ألمنيوم لشقة,,
Aluminium & glazing,template description,tpl.al.windows,,"Double-glazed units set, sealed and tested against water before the plaster closes them in.","יחידות בידודיות מותקנות, אטומות ונבדקות למים לפני שהטיח סוגר אותן.",وحدات دبل مركّبة ومعزولة ومفحوصة ضد الماء قبل أن تغلقها اللياسة.,,
Aluminium & glazing,template task,tpl.al.wt.1,step 1,Check every opening against the survey before anything is made,בדיקת כל פתח מול המדידה לפני הייצור,فحص كل فتحة مقابل المسح قبل التصنيع,,
Aluminium & glazing,template task,tpl.al.wt.2,step 2,"Set frames plumb and square, packed not forced","התקנת מסגרות באנך ובזווית, מרופדות ולא בכוח",تركيب الحلقات بشاقول وزاوية، مبطّنة لا مضغوطة,,
Aluminium & glazing,template task,tpl.al.wt.3,step 3,Seal the perimeter outside before the inside is closed,איטום היקפי מבחוץ לפני סגירת הפנים,عزل المحيط من الخارج قبل إغلاق الداخل,,
Aluminium & glazing,template task,tpl.al.wt.4,step 4,Hose test each opening and watch the inside face,בדיקת מים בכל פתח עם התבוננות בצד הפנימי,فحص بالماء لكل فتحة مع مراقبة الوجه الداخلي,,
Aluminium & glazing,template task,tpl.al.wt.5,step 5,"Glaze last, and protect the units from the trades that follow","זיגוג אחרון, והגנה על היחידות מבעלי המקצוע הבאים",التزجيج أخيراً، وحماية الوحدات من المهن التالية,,
Metalwork & balustrades,checklist title,sf.mw.grind,must be done before work,Grinding and cutting metal,השחזה וחיתוך מתכת,الجلخ وقص المعدن,,
Metalwork & balustrades,safety check,sf.mw.grind.1,CRITICAL — blocks sign-off,Guard fitted and not removed for convenience,המגן מותקן ולא הוסר לנוחות,الواقي مركّب ولم يُزل للراحة,,
Metalwork & balustrades,safety check,sf.mw.grind.2,CRITICAL — blocks sign-off,Disc rated above the tool's speed and free of cracks,הדיסק מדורג מעל מהירות הכלי ונקי מסדקים,القرص مصنّف فوق سرعة العدة وخالٍ من الشقوق,,
Metalwork & balustrades,safety check,sf.mw.grind.3,CRITICAL — blocks sign-off,"Face shield over goggles, not instead of them","מגן פנים מעל משקפי מגן, לא במקומם",واقي وجه فوق النظارات، لا بدلاً عنها,,
Metalwork & balustrades,safety check,sf.mw.grind.4,,"Sparks are not falling onto anybody, anything stored, or a lower floor","ניצוצות אינם נופלים על אדם, על חומר מאוחסן או לקומה נמוכה",الشرر لا يسقط على شخص أو مادة مخزّنة أو طابق أسفل,,
Metalwork & balustrades,checklist title,sf.mw.balustrade,must be done before work,Balustrade and edge protection,מעקה והגנת קצה,الدرابزين وحماية الحافة,,
Metalwork & balustrades,safety check,sf.mw.balustrade.1,CRITICAL — blocks sign-off,Temporary edge protection stays up until the permanent rail is fixed,הגנת קצה זמנית נשארת עד שהמעקה הקבוע מקובע,حماية الحافة المؤقتة تبقى حتى يُثبّت الدرابزين الدائم,,
Metalwork & balustrades,safety check,sf.mw.balustrade.2,CRITICAL — blocks sign-off,"Fixings into concrete are the specified anchor, not a plug and screw","העיגון לבטון הוא העוגן שנקבע, לא פלסטיק ובורג",التثبيت في الباطون هو المثبّت المحدّد، لا فيشر وبرغي,,
Metalwork & balustrades,safety check,sf.mw.balustrade.3,,Gap between uprights and below the rail checked against the drawing,המרווח בין העמודים ומתחת למאחז נבדק מול התוכנית,الفراغ بين القوائم وتحت المسكة مفحوص مقابل المخطط,,
Firefighting systems,checklist title,sf.ff.pressure,must be done before work,Pressure testing a sprinkler main,בדיקת לחץ בקו כיבוי,فحص ضغط خط الإطفاء,,
Firefighting systems,safety check,sf.ff.pressure.1,CRITICAL — blocks sign-off,Area cleared of everybody who does not need to be there,האזור פונה מכל מי שאינו נדרש,المنطقة أُخليت من كل من لا حاجة لوجوده,,
Firefighting systems,safety check,sf.ff.pressure.2,CRITICAL — blocks sign-off,Pressure released fully before any joint is touched,הלחץ שוחרר במלואו לפני נגיעה בחיבור,الضغط مُفرَّغ بالكامل قبل لمس أي وصلة,,
Firefighting systems,safety check,sf.ff.pressure.3,CRITICAL — blocks sign-off,"Test held for the full period with no drop, and the result recorded","הבדיקה הוחזקה למשך המלא ללא ירידה, והתוצאה נרשמה",الفحص محفوظ للمدة الكاملة دون هبوط، والنتيجة مسجّلة,,
Firefighting systems,safety check,sf.ff.pressure.4,CRITICAL — blocks sign-off,Ceilings not closed over any joint that has not held,התקרות אינן נסגרות מעל חיבור שלא עמד בבדיקה,الأسقف لا تُغلق فوق أي وصلة لم تنجح,,
Firefighting systems,checklist title,sf.ff.impair,must be done before work,Taking a fire system out of service,הוצאת מערכת כיבוי משירות,إخراج منظومة الإطفاء من الخدمة,,
Firefighting systems,safety check,sf.ff.impair.1,CRITICAL — blocks sign-off,"Building occupier told before the system goes off, not after","מחזיק המבנה יודע לפני ההשבתה, לא אחריה",شاغل المبنى مُبلَّغ قبل الإيقاف، لا بعده,,
Firefighting systems,safety check,sf.ff.impair.2,CRITICAL — blocks sign-off,"Time out of service recorded, and a person named to put it back",זמן ההשבתה נרשם ואדם מוגדר אחראי להחזרה,وقت الإيقاف مسجّل وشخص محدّد مسؤول عن الإعادة,,
Firefighting systems,safety check,sf.ff.impair.3,CRITICAL — blocks sign-off,A fire watch covers the area while the system is down,שמירת אש מכסה את האזור בזמן ההשבתה,حراسة حريق تغطي المنطقة أثناء الإيقاف,,
Firefighting systems,template name,tpl.ff.sprinkler,,"Sprinkler zone, one floor",אזור ספרינקלרים — קומה,منطقة رشاشات — طابق,,
Firefighting systems,template description,tpl.ff.sprinkler,,"Steel main and branches, pressure tested and signed before any ceiling closes over it.","קו ראשי וסעיפים בפלדה, בדיקת לחץ ואישור לפני סגירת תקרה.",خط رئيسي وتفريعات حديد، فحص ضغط واعتماد قبل إغلاق أي سقف.,,
Firefighting systems,template task,tpl.ff.st.1,step 1,Coordinate the route with ducts and trays before cutting steel,תיאום המסלול עם תעלות ומגשים לפני חיתוך פלדה,تنسيق المسار مع الدكت والترايات قبل قص الحديد,,
Firefighting systems,template task,tpl.ff.st.2,step 2,Hang the main with supports at the spacing the standard sets,תליית הקו הראשי בתמיכות במרווח שהתקן קובע,تعليق الخط الرئيسي بحوامل بالمسافة التي تحددها المواصفة,,
Firefighting systems,template task,tpl.ff.st.3,step 3,Branch out and set head positions against the ceiling grid,הסתעפות וקביעת מיקומי ראשים מול שלד התקרה,التفريع وضبط مواقع الرؤوس مقابل شبكة السقف,,
Firefighting systems,template task,tpl.ff.st.4,step 4,Pressure test and hold it for the full period,בדיקת לחץ והחזקה למשך המלא,فحص الضغط والاحتفاظ به للمدة الكاملة,,
Firefighting systems,template task,tpl.ff.st.5,step 5,"Sign it off, then let the ceiling close","אישור, ורק אז סגירת התקרה",الاعتماد، وعندها فقط يُغلق السقف,,
Elevators & escalators,checklist title,sf.lf.shaft,must be done before work,Working in a lift shaft,עבודה בפיר מעלית,العمل في بئر المصعد,,
Elevators & escalators,safety check,sf.lf.shaft.1,CRITICAL — blocks sign-off,Power to the machine locked off with a personal padlock,המתח למכונה ננעל במנעול אישי,التيار عن الماكينة مقفل بقفل شخصي,,
Elevators & escalators,safety check,sf.lf.shaft.2,CRITICAL — blocks sign-off,"Landing doors barriered and signed on every floor, not just this one","דלתות הפיר מגודרות ומסומנות בכל קומה, לא רק בזו",أبواب الطوابق مسيّجة ومعلّمة في كل طابق، لا هذا فقط,,
Elevators & escalators,safety check,sf.lf.shaft.3,CRITICAL — blocks sign-off,"Fall arrest anchored above, and the pit refuge space is clear",רתמה מעוגנת מלמעלה ומרחב המפלט בבור פנוי,حزام السقوط مربوط من أعلى ومساحة الملجأ في الحفرة خالية,,
Elevators & escalators,safety check,sf.lf.shaft.4,CRITICAL — blocks sign-off,Nobody working above anybody else in the same shaft,אין עבודה של אדם מעל אדם אחר באותו פיר,لا أحد يعمل فوق آخر في نفس البئر,,
Elevators & escalators,safety check,sf.lf.shaft.5,,Lighting and communication to the outside both working,תאורה ותקשורת החוצה פועלות,الإنارة والاتصال للخارج يعملان,,
Landscape & paving,checklist title,sf.ls.plant,must be done before work,Plant and people in the same space,ציוד ואנשים באותו מרחב,المعدات والناس في نفس المساحة,,
Landscape & paving,safety check,sf.ls.plant.1,CRITICAL — blocks sign-off,Pedestrian route separated from where plant is moving,מסלול הולכי רגל מופרד מתנועת הציוד,مسار المشاة مفصول عن حركة المعدات,,
Landscape & paving,safety check,sf.ls.plant.2,CRITICAL — blocks sign-off,High-visibility clothing worn by everybody in the area,ביגוד זוהר על כל מי שבאזור,ملابس عاكسة على كل من في المنطقة,,
Landscape & paving,safety check,sf.ls.plant.3,CRITICAL — blocks sign-off,Operator and banksman have agreed signals and can see each other,המפעיל והמאותת סיכמו סימנים ורואים זה את זה,المشغّل والموجّه اتفقا على الإشارات ويريان بعضهما,,
Landscape & paving,safety check,sf.ls.plant.4,,Compactor operated with both hands and steel-toed boots on,המהדק מופעל בשתי ידיים ועם נעלי בטיחות,الدكّاكة تُشغّل بيدين ومع حذاء أمان,,
General construction,checklist title,sf.ge.height,must be done before work,Work at height and fall protection,עבודה בגובה ומניעת נפילה,العمل على ارتفاع ومنع السقوط,,
General construction,safety check,sf.ge.ht.1,CRITICAL — blocks sign-off,Every worker above 2 m holds a valid work-at-height certificate,לכל עובד מעל 2 מ׳ יש הסמכת עבודה בגובה בתוקף,كل عامل فوق 2 م يحمل شهادة عمل على ارتفاع سارية,,
General construction,safety check,sf.ge.ht.2,CRITICAL — blocks sign-off,"Edge protection, guard rail or toe board fitted at every open edge","הגנת קצה, מעקה או לוח רגל בכל קצה פתוח",حماية الحافة أو درابزين أو لوح قدم عند كل حافة مفتوحة,,
General construction,safety check,sf.ge.ht.3,CRITICAL — blocks sign-off,Harness inspected and clipped to a verified anchor point,הרתמה נבדקה ומחוברת לנקודת עיגון מאומתת,تم فحص الحزام وربطه بنقطة تثبيت متحقّق منها,,
General construction,safety check,sf.ge.ht.4,CRITICAL — blocks sign-off,"Floor openings covered and marked, or fenced","פתחים ברצפה מכוסים ומסומנים, או מגודרים",فتحات الأرضية مغطّاة ومُعلَّمة أو مسيَّجة,,
General construction,safety check,sf.ge.ht.5,,Rescue plan agreed before anyone goes up,תוכנית חילוץ סוכמה לפני שמישהו עולה,تم الاتفاق على خطة إنقاذ قبل صعود أي شخص,,
General construction,checklist title,sf.ge.scaffold,must be done before work,Scaffolding,פיגומים,السقالات,,
General construction,safety check,sf.ge.sc.1,CRITICAL — blocks sign-off,Scaffold erected by a competent person and tagged as inspected,הפיגום הוקם בידי אדם מוסמך ותויג כנבדק,السقالة رُكّبت بواسطة شخص مؤهل ووُسمت كمفحوصة,,
General construction,safety check,sf.ge.sc.2,CRITICAL — blocks sign-off,Base plates on firm ground; scaffold tied to the structure,לוחיות בסיס על קרקע יציבה; הפיגום קשור למבנה,ألواح القاعدة على أرض ثابتة؛ السقالة مربوطة بالمبنى,,
General construction,safety check,sf.ge.sc.3,CRITICAL — blocks sign-off,Platform fully boarded with guard rail and toe board,המשטח מרוצף במלואו עם מעקה ולוח רגל,المنصّة مغطاة بالكامل مع درابزين ولوح قدم,,
General construction,safety check,sf.ge.sc.4,,"Re-inspected after storm, alteration or seven days","נבדק מחדש אחרי סערה, שינוי או שבעה ימים",يُعاد الفحص بعد العاصفة أو التعديل أو سبعة أيام,,
General construction,checklist title,sf.ge.site,must be done before work,Site induction and PPE,תדריך אתר וציוד מגן אישי,تعريف الموقع ومعدات الوقاية,,
General construction,safety check,sf.ge.st.1,CRITICAL — blocks sign-off,Site manager appointed and present as required,מנהל עבודה מונה ונוכח כנדרש,مدير عمل مُعيَّن وحاضر كما هو مطلوب,,
General construction,safety check,sf.ge.st.2,CRITICAL — blocks sign-off,"Helmet, safety boots and hi-vis vest worn by everyone on site","קסדה, נעלי בטיחות ואפוד זוהר על כל אדם באתר",الخوذة وحذاء الأمان والسترة العاكسة على كل شخص في الموقع,,
General construction,safety check,sf.ge.st.3,CRITICAL — blocks sign-off,Safety briefing given in a language every worker understands,תדריך בטיחות נמסר בשפה שכל עובד מבין,تم تقديم إحاطة السلامة بلغة يفهمها كل عامل,,
General construction,safety check,sf.ge.st.4,,First aid kit and extinguisher located and known to all,ערכת עזרה ראשונה ומטף אותרו וידועים לכולם,حقيبة الإسعاف والطفاية محدّدتان ومعروفتان للجميع,,
General construction,safety check,sf.ge.st.5,,Emergency numbers and the site address posted at the entrance,מספרי חירום וכתובת האתר תלויים בכניסה,أرقام الطوارئ وعنوان الموقع معلّقة عند المدخل,,
General construction,checklist title,sf.ge.excavation,,Excavation and buried services,חפירה ותשתיות תת־קרקעיות,الحفر والبنى التحتية المدفونة,,
General construction,safety check,sf.ge.ex.1,CRITICAL — blocks sign-off,Utility drawings obtained and the ground scanned before digging,תוכניות תשתית התקבלו והקרקע נסרקה לפני חפירה,تم الحصول على مخططات البنى التحتية ومسح الأرض قبل الحفر,,
General construction,safety check,sf.ge.ex.2,CRITICAL — blocks sign-off,"Trench over 1.2 m shored, battered or benched","תעלה מעל 1.2 מ׳ נתמכת, משופעת או מדורגת",الخندق فوق 1.2 م مدعوم أو مائل أو مدرّج,,
General construction,safety check,sf.ge.ex.3,CRITICAL — blocks sign-off,Edges barriered and spoil kept back from the edge,הקצוות מגודרים והחומר החפור מורחק מהקצה,الحواف مسيَّجة والأتربة مُبعدة عن الحافة,,
General construction,safety check,sf.ge.ex.4,,Safe access ladder within 8 m of any working position,סולם גישה בטוח בטווח 8 מ׳ מכל עמדת עבודה,سلّم وصول آمن ضمن 8 م من كل موقع عمل,,
General construction,template name,tpl.ge.partition,,Block partition wall,מחיצת בלוקים,جدار قواطع بلوك,,
General construction,template description,tpl.ge.partition,,"Build, plaster and prepare a partition for painting.","בנייה, טיח והכנה לצביעה של מחיצה.",بناء وقصارة وتحضير جدار للدهان.,,
General construction,template task,tpl.ge.pt.1,step 1,Set out the wall line and check services,סימון קו הקיר ובדיקת תשתיות,تعليم خط الجدار وفحص البنى التحتية,,
General construction,template task,tpl.ge.pt.2,step 2,Lay blocks to line and level,בניית בלוקים לפי קו ופלס,بناء البلوك حسب الخط والميزان,,
General construction,template task,tpl.ge.pt.3,step 3,Fix beads and apply base plaster,התקנת פינות וביצוע טיח,تركيب الزوايا وتنفيذ القصارة,,
General construction,template task,tpl.ge.pt.4,step 4,"Cure, check flatness, hand over to the painter","אשפרה, בדיקת מישוריות ומסירה לצבע",المعالجة وفحص الاستواء والتسليم للدهان,,
General construction,template name,tpl.ge.wetroom,,Wet room waterproofing and tiling,איטום וריצוף חדר רטוב,عزل وتبليط غرفة رطبة,,
General construction,template description,tpl.ge.wetroom,,"Waterproof, flood test and tile a bathroom floor and walls.","איטום, בדיקת הצפה וריצוף רצפה וקירות חדר רחצה.",عزل واختبار غمر وتبليط أرضية وجدران الحمّام.,,
General construction,template task,tpl.ge.wr.1,step 1,Prepare and prime the substrate,הכנת התשתית ויסוד,تحضير الأرضية والأساس,,
General construction,template task,tpl.ge.wr.2,step 2,Apply two waterproofing coats with corner tape,שתי שכבות איטום עם סרט פינות,طبقتا عزل مع شريط الزوايا,,
General construction,template task,tpl.ge.wr.3,step 3,Flood test 24 hours and photograph the result,בדיקת הצפה 24 שעות ותיעוד בתמונה,اختبار غمر 24 ساعة وتوثيق النتيجة بصورة,,
General construction,template task,tpl.ge.wr.4,step 4,"Tile floor to falls, then walls",ריצוף לפי שיפועים ואז חיפוי קירות,تبليط الأرضية حسب الميول ثم الجدران,,
General construction,template task,tpl.ge.wr.5,step 5,"Grout, seal junctions and clean down","רובה, איטום מפגשים וניקיון",الروبة وعزل الفواصل والتنظيف,,
